full_text,case_folding,tokens,normalized,stopword_removal,stemming
Lagi Lagi Pasar Kripto Ambles Bitcoin Turun di Bawah US,lagi lagi pasar kripto ambles bitcoin turun di bawah us,"['lagi', 'lagi', 'pasar', 'kripto', 'ambles', 'bitcoin', 'turun', 'di', 'bawah', 'us']","['lagi', 'lagi', 'pasar', 'kripto', 'ambles', 'bitcoin', 'turun', 'di', 'bawah', 'us']","['pasar', 'kripto', 'ambles', 'bitcoin', 'turun', 'us']","['pasar', 'kripto', 'ambles', 'bitcoin', 'turun', 'us']"
Kibera tunalipa na Bitcoin already bana eastlands hii labda mngoje vision,kibera tunalipa na bitcoin already bana eastlands hii labda mngoje vision,"['kibera', 'tunalipa', 'na', 'bitcoin', 'already', 'bana', 'eastlands', 'hii', 'labda', 'mngoje', 'vision']","['kibera', 'tunalipa', 'nya', 'bitcoin', 'already', 'bana', 'eastlands', 'hii', 'labda', 'mngoje', 'vision']","['kibera', 'tunalipa', 'nya', 'bitcoin', 'already', 'bana', 'eastlands', 'hii', 'labda', 'mngoje', 'vision']","['kibera', 'tunalipa', 'nya', 'bitcoin', 'already', 'bana', 'eastlands', 'hii', 'labda', 'mngoje', 'vision']"
Dbebebfbebrbfbrb,dbebebfbebrbfbrb,['dbebebfbebrbfbrb'],['dbebebfbebrbfbrb'],['dbebebfbebrbfbrb'],['dbebebfbebrbfbrb']
evenmaina Kuna Bitcoin version nyeusi kienyeji,evenmaina kuna bitcoin version nyeusi kienyeji,"['evenmaina', 'kuna', 'bitcoin', 'version', 'nyeusi', 'kienyeji']","['evenmaina', 'kuna', 'bitcoin', 'version', 'nyeusi', 'kienyeji']","['evenmaina', 'kuna', 'bitcoin', 'version', 'nyeusi', 'kienyeji']","['evenmaina', 'kuna', 'bitcoin', 'version', 'nyeusi', 'kienyeji']"
Bitcoin yangu ya imeanza kuivana Msinigongee walai,bitcoin yangu ya imeanza kuivana msinigongee walai,"['bitcoin', 'yangu', 'ya', 'imeanza', 'kuivana', 'msinigongee', 'walai']","['bitcoin', 'yangu', 'ya', 'imeanza', 'kuivana', 'msinigongee', 'walai']","['bitcoin', 'yangu', 'ya', 'imeanza', 'kuivana', 'msinigongee', 'walai']","['bitcoin', 'yangu', 'ya', 'imeanza', 'kuivana', 'msinigongee', 'walai']"
Oh iya Banyak anak baru ya Dinikmati aja kalo ini pullback pertama kalian Memang hrs dijalani biar mental ditempa BTW ini msh mini kalo dalam kebiasaan bitcoin sih Semangaat,oh iya banyak anak baru ya dinikmati aja kalo ini pullback pertama kalian memang hrs dijalani biar mental ditempa btw ini msh mini kalo dalam kebiasaan bitcoin sih semangaat,"['oh', 'iya', 'banyak', 'anak', 'baru', 'ya', 'dinikmati', 'aja', 'kalo', 'ini', 'pullback', 'pertama', 'kalian', 'memang', 'hrs', 'dijalani', 'biar', 'mental', 'ditempa', 'btw', 'ini', 'msh', 'mini', 'kalo', 'dalam', 'kebiasaan', 'bitcoin', 'sih', 'semangaat']","['oh', 'iya', 'banyak', 'anak', 'baru', 'ya', 'dinikmati', 'saja', 'kalau', 'ini', 'pullback', 'pertama', 'kalian', 'memang', 'harus', 'dijalani', 'biar', 'mental', 'ditempa', 'btw', 'ini', 'masih', 'mini', 'kalau', 'dalam', 'kebiasaan', 'bitcoin', 'sih', 'semangaat']","['oh', 'iya', 'anak', 'ya', 'dinikmati', 'pullback', 'dijalani', 'biar', 'mental', 'ditempa', 'btw', 'mini', 'kebiasaan', 'bitcoin', 'sih', 'semangaat']","['oh', 'iya', 'anak', 'ya', 'nikmat', 'pullback', 'jalan', 'biar', 'mental', 'tempa', 'btw', 'mini', 'biasa', 'bitcoin', 'sih', 'semangaat']"
setahun x di giniin lebih parah dibanding bearmarket ini semua gara gara ETF Bitcoin mimpi buruk Altcoin dimulai dari situ tapi tetap optimis kita akan TP MAX Altcoin tahun depan,setahun x di giniin lebih parah dibanding bearmarket ini semua gara gara etf bitcoin mimpi buruk altcoin dimulai dari situ tapi tetap optimis kita akan tp max altcoin tahun depan,"['setahun', 'x', 'di', 'giniin', 'lebih', 'parah', 'dibanding', 'bearmarket', 'ini', 'semua', 'gara', 'gara', 'etf', 'bitcoin', 'mimpi', 'buruk', 'altcoin', 'dimulai', 'dari', 'situ', 'tapi', 'tetap', 'optimis', 'kita', 'akan', 'tp', 'max', 'altcoin', 'tahun', 'depan']","['setahun', 'kali', 'di', 'beginikan', 'lebih', 'parah', 'dibanding', 'bearmarket', 'ini', 'semua', 'gara', 'gara', 'etf', 'bitcoin', 'mimpi', 'buruk', 'altcoin', 'dimulai', 'dari', 'situ', 'tapi', 'tetap', 'optimis', 'kita', 'akan', 'tapi', 'max', 'altcoin', 'tahun', 'depan']","['setahun', 'kali', 'beginikan', 'parah', 'dibanding', 'bearmarket', 'gara', 'gara', 'etf', 'bitcoin', 'mimpi', 'buruk', 'altcoin', 'situ', 'optimis', 'max', 'altcoin']","['tahun', 'kali', 'begini', 'parah', 'banding', 'bearmarket', 'gara', 'gara', 'etf', 'bitcoin', 'mimpi', 'buruk', 'altcoin', 'situ', 'optimis', 'max', 'altcoin']"
Noel indirimi,noel indirimi,"['noel', 'indirimi']","['noel', 'indirimi']","['noel', 'indirimi']","['noel', 'indirimi']"
Emang judulnya udah gitu Sabar Ilang kan niatnya jual rumah Ikutin flownya ikutin prosesnya kita kan disini selamanya ngga berniat jadi bitcoin turis,emang judulnya udah gitu sabar ilang kan niatnya jual rumah ikutin flownya ikutin prosesnya kita kan disini selamanya ngga berniat jadi bitcoin turis,"['emang', 'judulnya', 'udah', 'gitu', 'sabar', 'ilang', 'kan', 'niatnya', 'jual', 'rumah', 'ikutin', 'flownya', 'ikutin', 'prosesnya', 'kita', 'kan', 'disini', 'selamanya', 'ngga', 'berniat', 'jadi', 'bitcoin', 'turis']","['memang', 'judulnya', 'sudah', 'begitu', 'sabar', 'hilang', 'kan', 'niatnya', 'jual', 'rumah', 'mengikuti', 'flownya', 'mengikuti', 'prosesnya', 'kita', 'kan', 'disini', 'selamanya', 'enggak', 'berniat', 'jadi', 'bitcoin', 'turis']","['judulnya', 'sabar', 'hilang', 'niatnya', 'jual', 'rumah', 'mengikuti', 'flownya', 'mengikuti', 'prosesnya', 'berniat', 'bitcoin', 'turis']","['judul', 'sabar', 'hilang', 'niat', 'jual', 'rumah', 'ikut', 'flownya', 'ikut', 'proses', 'niat', 'bitcoin', 'turis']"
Wow B bakal dilikuidasi kalau Bitcoin balik ke k,wow b bakal dilikuidasi kalau bitcoin balik ke k,"['wow', 'b', 'bakal', 'dilikuidasi', 'kalau', 'bitcoin', 'balik', 'ke', 'k']","['wow', 'b', 'bakal', 'dilikuidasi', 'kalau', 'bitcoin', 'balik', 'ke', 'ke']","['wow', 'b', 'dilikuidasi', 'bitcoin']","['wow', 'b', 'likuidasi', 'bitcoin']"
Market merah liburan dulu guys jangan stress Bitcoin fundamentals remain strong Natal amp tahun baru pada liburan kemana nih,market merah liburan dulu guys jangan stress bitcoin fundamentals remain strong natal amp tahun baru pada liburan kemana nih,"['market', 'merah', 'liburan', 'dulu', 'guys', 'jangan', 'stress', 'bitcoin', 'fundamentals', 'remain', 'strong', 'natal', 'amp', 'tahun', 'baru', 'pada', 'liburan', 'kemana', 'nih']","['market', 'merah', 'liburan', 'dulu', 'guys', 'jangan', 'stres', 'bitcoin', 'fundamentals', 'remain', 'strong', 'natal', 'amp', 'tahun', 'baru', 'pada', 'liburan', 'kemana', 'nih']","['market', 'merah', 'liburan', 'guys', 'stres', 'bitcoin', 'fundamentals', 'remain', 'strong', 'natal', 'amp', 'liburan', 'kemana', 'nih']","['market', 'merah', 'libur', 'guys', 'stres', 'bitcoin', 'fundamentals', 'remain', 'strong', 'natal', 'amp', 'libur', 'mana', 'nih']"
Bitcoin dominance reach all target Akankah turun di area sini,bitcoin dominance reach all target akankah turun di area sini,"['bitcoin', 'dominance', 'reach', 'all', 'target', 'akankah', 'turun', 'di', 'area', 'sini']","['bitcoin', 'dominance', 'reach', 'all', 'target', 'akankah', 'turun', 'di', 'area', 'sini']","['bitcoin', 'dominance', 'reach', 'target', 'turun', 'area']","['bitcoin', 'dominance', 'reach', 'target', 'turun', 'area']"
AsahPolaPikir jt jt Stablecoin lending di DeFi jt kombinasi obligasi dan deposito untuk dapatin kartu kredit mid top tier dengan limit tinggi dan welcome bonus serta rate menarik jt Rekening bank untuk transaksi hari hari,asahpolapikir jt jt stablecoin lending di defi jt kombinasi obligasi dan deposito untuk dapatin kartu kredit mid top tier dengan limit tinggi dan welcome bonus serta rate menarik jt rekening bank untuk transaksi hari hari,"['asahpolapikir', 'jt', 'jt', 'stablecoin', 'lending', 'di', 'defi', 'jt', 'kombinasi', 'obligasi', 'dan', 'deposito', 'untuk', 'dapatin', 'kartu', 'kredit', 'mid', 'top', 'tier', 'dengan', 'limit', 'tinggi', 'dan', 'welcome', 'bonus', 'serta', 'rate', 'menarik', 'jt', 'rekening', 'bank', 'untuk', 'transaksi', 'hari', 'hari']","['asahpolapikir', 'juta', 'juta', 'stablecoin', 'lending', 'di', 'defi', 'juta', 'kombinasi', 'obligasi', 'dan', 'deposito', 'untuk', 'dapatin', 'kartu', 'kredit', 'mid', 'top', 'tier', 'dengan', 'limit', 'tinggi', 'dan', 'welcome', 'bonus', 'serta', 'rate', 'menarik', 'juta', 'rekening', 'bank', 'untuk', 'transaksi', 'hari', 'hari']","['asahpolapikir', 'juta', 'juta', 'stablecoin', 'lending', 'defi', 'juta', 'kombinasi', 'obligasi', 'deposito', 'dapatin', 'kartu', 'kredit', 'mid', 'top', 'tier', 'limit', 'welcome', 'bonus', 'rate', 'menarik', 'juta', 'rekening', 'bank', 'transaksi']","['asahpolapikir', 'juta', 'juta', 'stablecoin', 'lending', 'defi', 'juta', 'kombinasi', 'obligasi', 'deposito', 'dapatin', 'kartu', 'kredit', 'mid', 'top', 'tier', 'limit', 'welcome', 'bonus', 'rate', 'tarik', 'juta', 'rekening', 'bank', 'transaksi']"
Pengumuman pengumuman Harga Bitcoin hari ini adalah Rp Miliar loh Yuk cek pergerakan Bitcoin sekarang di,pengumuman pengumuman harga bitcoin hari ini adalah rp miliar loh yuk cek pergerakan bitcoin sekarang di,"['pengumuman', 'pengumuman', 'harga', 'bitcoin', 'hari', 'ini', 'adalah', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'pergerakan', 'bitcoin', 'sekarang', 'di']","['pengumuman', 'pengumuman', 'harga', 'bitcoin', 'hari', 'ini', 'adalah', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'pergerakan', 'bitcoin', 'sekarang', 'di']","['pengumuman', 'pengumuman', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'pergerakan', 'bitcoin']","['umum', 'umum', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']"
Pasaran mata wang kripto global kini bernilai lebih AS trilion dengan lebih peratus daripadanya didominasi oleh Bitcoin dan Ethereum,pasaran mata wang kripto global kini bernilai lebih as trilion dengan lebih peratus daripadanya didominasi oleh bitcoin dan ethereum,"['pasaran', 'mata', 'wang', 'kripto', 'global', 'kini', 'bernilai', 'lebih', 'as', 'trilion', 'dengan', 'lebih', 'peratus', 'daripadanya', 'didominasi', 'oleh', 'bitcoin', 'dan', 'ethereum']","['pasaran', 'mata', 'wang', 'kripto', 'global', 'kini', 'bernilai', 'lebih', 'as', 'trilion', 'dengan', 'lebih', 'peratus', 'daripadanya', 'didominasi', 'oleh', 'bitcoin', 'dan', 'ethereum']","['pasaran', 'mata', 'wang', 'kripto', 'global', 'bernilai', 'trilion', 'peratus', 'daripadanya', 'didominasi', 'bitcoin', 'ethereum']","['pasar', 'mata', 'wang', 'kripto', 'global', 'nila', 'trilion', 'atus', 'daripada', 'dominasi', 'bitcoin', 'ethereum']"
gua lagi fomo beli altcoin banget sekarang gapeduli semerah apapun itu disaat yang lain depresi mau cutloss tapi justru gua liat chance life changing disitu ini bukan bearmarket karena yang turun deras cuma altcoin sedangkan bitcoin masih disitu situ aja stucture gaberubah,gua lagi fomo beli altcoin banget sekarang gapeduli semerah apapun itu disaat yang lain depresi mau cutloss tapi justru gua liat chance life changing disitu ini bukan bearmarket karena yang turun deras cuma altcoin sedangkan bitcoin masih disitu situ aja stucture gaberubah,"['gua', 'lagi', 'fomo', 'beli', 'altcoin', 'banget', 'sekarang', 'gapeduli', 'semerah', 'apapun', 'itu', 'disaat', 'yang', 'lain', 'depresi', 'mau', 'cutloss', 'tapi', 'justru', 'gua', 'liat', 'chance', 'life', 'changing', 'disitu', 'ini', 'bukan', 'bearmarket', 'karena', 'yang', 'turun', 'deras', 'cuma', 'altcoin', 'sedangkan', 'bitcoin', 'masih', 'disitu', 'situ', 'aja', 'stucture', 'gaberubah']","['gua', 'lagi', 'fomo', 'beli', 'altcoin', 'banget', 'sekarang', 'gapeduli', 'semerah', 'apapun', 'itu', 'disaat', 'yang', 'lain', 'depresi', 'mau', 'cutloss', 'tapi', 'justru', 'gua', 'lihat', 'chance', 'life', 'changing', 'disitu', 'ini', 'bukan', 'bearmarket', 'karena', 'yang', 'turun', 'deras', 'cuma', 'altcoin', 'sedangkan', 'bitcoin', 'masih', 'disitu', 'situ', 'saja', 'stucture', 'gaberubah']","['gua', 'fomo', 'beli', 'altcoin', 'banget', 'gapeduli', 'semerah', 'apapun', 'disaat', 'depresi', 'cutloss', 'gua', 'lihat', 'chance', 'life', 'changing', 'disitu', 'bearmarket', 'turun', 'deras', 'altcoin', 'bitcoin', 'disitu', 'situ', 'stucture', 'gaberubah']","['gua', 'fomo', 'beli', 'altcoin', 'banget', 'gapeduli', 'merah', 'apa', 'saat', 'depresi', 'cutloss', 'gua', 'lihat', 'chance', 'life', 'changing', 'situ', 'bearmarket', 'turun', 'deras', 'altcoin', 'bitcoin', 'situ', 'situ', 'stucture', 'gaberubah']"
GM Bitcoin ke area k B dilikuidasi sari market derivatif BTC Dominance Altcoin Season Index El Salvador beli BTC biasanya BTC hari BTC Ethereum ETF diapprove SEC Mo Shaikh resign dari Aptos Worldcoin diperintahkan menghapus data di,gm bitcoin ke area k b dilikuidasi sari market derivatif btc dominance altcoin season index el salvador beli btc biasanya btc hari btc ethereum etf diapprove sec mo shaikh resign dari aptos worldcoin diperintahkan menghapus data di,"['gm', 'bitcoin', 'ke', 'area', 'k', 'b', 'dilikuidasi', 'sari', 'market', 'derivatif', 'btc', 'dominance', 'altcoin', 'season', 'index', 'el', 'salvador', 'beli', 'btc', 'biasanya', 'btc', 'hari', 'btc', 'ethereum', 'etf', 'diapprove', 'sec', 'mo', 'shaikh', 'resign', 'dari', 'aptos', 'worldcoin', 'diperintahkan', 'menghapus', 'data', 'di']","['gm', 'bitcoin', 'ke', 'area', 'ke', 'b', 'dilikuidasi', 'sari', 'market', 'derivatif', 'btc', 'dominance', 'altcoin', 'season', 'index', 'el', 'salvador', 'beli', 'btc', 'biasanya', 'btc', 'hari', 'btc', 'ethereum', 'etf', 'diapprove', 'sec', 'mau', 'shaikh', 'resign', 'dari', 'aptos', 'worldcoin', 'diperintahkan', 'menghapus', 'data', 'di']","['gm', 'bitcoin', 'area', 'b', 'dilikuidasi', 'sari', 'market', 'derivatif', 'btc', 'dominance', 'altcoin', 'season', 'index', 'el', 'salvador', 'beli', 'btc', 'btc', 'btc', 'ethereum', 'etf', 'diapprove', 'sec', 'shaikh', 'resign', 'aptos', 'worldcoin', 'diperintahkan', 'menghapus', 'data']","['gm', 'bitcoin', 'area', 'b', 'likuidasi', 'sari', 'market', 'derivatif', 'btc', 'dominance', 'altcoin', 'season', 'index', 'el', 'salvador', 'beli', 'btc', 'btc', 'btc', 'ethereum', 'etf', 'diapprove', 'sec', 'shaikh', 'resign', 'aptos', 'worldcoin', 'perintah', 'hapus', 'data']"
Kalau kita peg Bitcoin dengan jumlah Emas yang ada kat dunia ni approximately Bitcoin kg emas Since Bitcoin sats g emas sats dinar g sats Berapa harga dinar sekarang RM Berapa harga sats sekarang RM,kalau kita peg bitcoin dengan jumlah emas yang ada kat dunia ni approximately bitcoin kg emas since bitcoin sats g emas sats dinar g sats berapa harga dinar sekarang rm berapa harga sats sekarang rm,"['kalau', 'kita', 'peg', 'bitcoin', 'dengan', 'jumlah', 'emas', 'yang', 'ada', 'kat', 'dunia', 'ni', 'approximately', 'bitcoin', 'kg', 'emas', 'since', 'bitcoin', 'sats', 'g', 'emas', 'sats', 'dinar', 'g', 'sats', 'berapa', 'harga', 'dinar', 'sekarang', 'rm', 'berapa', 'harga', 'sats', 'sekarang', 'rm']","['kalau', 'kita', 'peg', 'bitcoin', 'dengan', 'jumlah', 'emas', 'yang', 'ada', 'kat', 'dunia', 'nih', 'approximately', 'bitcoin', 'kg', 'emas', 'since', 'bitcoin', 'sats', 'enggak', 'emas', 'sats', 'dinar', 'enggak', 'sats', 'berapa', 'harga', 'dinar', 'sekarang', 'rm', 'berapa', 'harga', 'sats', 'sekarang', 'rm']","['peg', 'bitcoin', 'emas', 'kat', 'dunia', 'nih', 'approximately', 'bitcoin', 'kg', 'emas', 'since', 'bitcoin', 'sats', 'emas', 'sats', 'dinar', 'sats', 'harga', 'dinar', 'rm', 'harga', 'sats', 'rm']","['peg', 'bitcoin', 'emas', 'kat', 'dunia', 'nih', 'approximately', 'bitcoin', 'kg', 'emas', 'since', 'bitcoin', 'sats', 'emas', 'sats', 'dinar', 'sats', 'harga', 'dinar', 'rm', 'harga', 'sats', 'rm']"
BOCORAN PCE NANTI MALAM BOFA BARCLAYS CITI EMPLOY AMERICA GOLDMAN SACHS MORGAN STANLEY UBS MEDIAN BULAN LALU Bitcoin kemana Kekanan,bocoran pce nanti malam bofa barclays citi employ america goldman sachs morgan stanley ubs median bulan lalu bitcoin kemana kekanan,"['bocoran', 'pce', 'nanti', 'malam', 'bofa', 'barclays', 'citi', 'employ', 'america', 'goldman', 'sachs', 'morgan', 'stanley', 'ubs', 'median', 'bulan', 'lalu', 'bitcoin', 'kemana', 'kekanan']","['bocoran', 'pce', 'nanti', 'malam', 'bofa', 'barclays', 'citi', 'employ', 'america', 'goldman', 'sachs', 'morgan', 'stanley', 'ubs', 'median', 'bulan', 'lalu', 'bitcoin', 'kemana', 'kekanan']","['bocoran', 'pce', 'malam', 'bofa', 'barclays', 'citi', 'employ', 'america', 'goldman', 'sachs', 'morgan', 'stanley', 'ubs', 'median', 'bitcoin', 'kemana', 'kekanan']","['bocor', 'pce', 'malam', 'bofa', 'barclays', 'cit', 'employ', 'america', 'goldman', 'sachs', 'morgan', 'stanley', 'ubs', 'median', 'bitcoin', 'mana', 'kan']"
GM Briefing kewarasan dulu Claim data memang turun GDP memang naik dan Existing home sales juga naik disambung RRP turun dan BoJ tidak menaikan suku bunga Ketenangan batinnya adalah bukankah itu semua adalah makanan Bitcoin Kalau makanannya masih melimpah RSI,gm briefing kewarasan dulu claim data memang turun gdp memang naik dan existing home sales juga naik disambung rrp turun dan boj tidak menaikan suku bunga ketenangan batinnya adalah bukankah itu semua adalah makanan bitcoin kalau makanannya masih melimpah rsi,"['gm', 'briefing', 'kewarasan', 'dulu', 'claim', 'data', 'memang', 'turun', 'gdp', 'memang', 'naik', 'dan', 'existing', 'home', 'sales', 'juga', 'naik', 'disambung', 'rrp', 'turun', 'dan', 'boj', 'tidak', 'menaikan', 'suku', 'bunga', 'ketenangan', 'batinnya', 'adalah', 'bukankah', 'itu', 'semua', 'adalah', 'makanan', 'bitcoin', 'kalau', 'makanannya', 'masih', 'melimpah', 'rsi']","['gm', 'briefing', 'kewarasan', 'dulu', 'claim', 'data', 'memang', 'turun', 'gdp', 'memang', 'naik', 'dan', 'existing', 'home', 'sales', 'juga', 'naik', 'disambung', 'rrp', 'turun', 'dan', 'boj', 'tidak', 'menaikan', 'suku', 'bunga', 'ketenangan', 'batinnya', 'adalah', 'bukankah', 'itu', 'semua', 'adalah', 'makanan', 'bitcoin', 'kalau', 'makanannya', 'masih', 'melimpah', 'rsi']","['gm', 'briefing', 'kewarasan', 'claim', 'data', 'turun', 'gdp', 'existing', 'home', 'sales', 'disambung', 'rrp', 'turun', 'boj', 'menaikan', 'suku', 'bunga', 'ketenangan', 'batinnya', 'makanan', 'bitcoin', 'makanannya', 'melimpah', 'rsi']","['gm', 'briefing', 'waras', 'claim', 'data', 'turun', 'gdp', 'existing', 'home', 'sales', 'sambung', 'rrp', 'turun', 'boj', 'naik', 'suku', 'bunga', 'tenang', 'batin', 'makan', 'bitcoin', 'makan', 'limpah', 'rsi']"
SWP is set to break records CA GjWBV Z HVEQKQB BCwou KiUzKs j fSohUtGGAiPD,swp is set to break records ca gjwbv z hveqkqb bcwou kiuzks j fsohutggaipd,"['swp', 'is', 'set', 'to', 'break', 'records', 'ca', 'gjwbv', 'z', 'hveqkqb', 'bcwou', 'kiuzks', 'j', 'fsohutggaipd']","['swp', 'is', 'set', 'tapi', 'break', 'records', 'ca', 'gjwbv', 'saja', 'hveqkqb', 'bcwou', 'kiuzks', 'saja', 'fsohutggaipd']","['swp', 'set', 'break', 'records', 'ca', 'gjwbv', 'hveqkqb', 'bcwou', 'kiuzks', 'fsohutggaipd']","['swp', 'set', 'break', 'records', 'ca', 'gjwbv', 'hveqkqb', 'bcwou', 'kiuzks', 'fsohutggaipd']"
Bitcoin Chief Aka omajiaku n dozi obodo gaiuschibueze Alex Onyia Aka n me ogo na ihe mgbasara Akwokwo na Alaigbo inexviv Harry Chidi isi n e bu Ogidi Ndi Igbo na twitter chiditweets Chief Nwachinemelu of Ogidi Ochikota Ndi Igbo na twitter odogwu ogidi,bitcoin chief aka omajiaku n dozi obodo gaiuschibueze alex onyia aka n me ogo na ihe mgbasara akwokwo na alaigbo inexviv harry chidi isi n e bu ogidi ndi igbo na twitter chiditweets chief nwachinemelu of ogidi ochikota ndi igbo na twitter odogwu ogidi,"['bitcoin', 'chief', 'aka', 'omajiaku', 'n', 'dozi', 'obodo', 'gaiuschibueze', 'alex', 'onyia', 'aka', 'n', 'me', 'ogo', 'na', 'ihe', 'mgbasara', 'akwokwo', 'na', 'alaigbo', 'inexviv', 'harry', 'chidi', 'isi', 'n', 'e', 'bu', 'ogidi', 'ndi', 'igbo', 'na', 'twitter', 'chiditweets', 'chief', 'nwachinemelu', 'of', 'ogidi', 'ochikota', 'ndi', 'igbo', 'na', 'twitter', 'odogwu', 'ogidi']","['bitcoin', 'chief', 'aka', 'omajiaku', 'n', 'dozi', 'obodo', 'gaiuschibueze', 'alex', 'onyia', 'aka', 'n', 'me', 'ogo', 'nya', 'ihe', 'mgbasara', 'akwokwo', 'nya', 'alaigbo', 'inexviv', 'harry', 'chidi', 'isi', 'n', 'e', 'bu', 'ogidi', 'ndi', 'igbo', 'nya', 'twitter', 'chiditweets', 'chief', 'nwachinemelu', 'of', 'ogidi', 'ochikota', 'ndi', 'igbo', 'nya', 'twitter', 'odogwu', 'ogidi']","['bitcoin', 'chief', 'aka', 'omajiaku', 'n', 'dozi', 'obodo', 'gaiuschibueze', 'alex', 'onyia', 'aka', 'n', 'ogo', 'nya', 'ihe', 'mgbasara', 'akwokwo', 'nya', 'alaigbo', 'inexviv', 'harry', 'chidi', 'isi', 'n', 'e', 'bu', 'ogidi', 'ndi', 'igbo', 'nya', 'twitter', 'chiditweets', 'chief', 'nwachinemelu', 'ogidi', 'ochikota', 'ndi', 'igbo', 'nya', 'twitter', 'odogwu', 'ogidi']","['bitcoin', 'chief', 'aka', 'omajiaku', 'n', 'dozi', 'obodo', 'gaiuschibueze', 'alex', 'onyia', 'aka', 'n', 'ogo', 'nya', 'ihe', 'mgbasara', 'akwokwo', 'nya', 'alaigbo', 'inexviv', 'harry', 'chidi', 'isi', 'n', 'e', 'bu', 'ogidi', 'ndi', 'igbo', 'nya', 'twitter', 'chiditweets', 'chief', 'nwachinemelu', 'ogidi', 'ochikota', 'ndi', 'igbo', 'nya', 'twitter', 'odogwu', 'ogidi']"
Poori dunya ka markets crash ho gaya aaj including Pakistani stock market Indian stock market and even NYSE Lekin bitcoin k pe qayam hai,poori dunya ka markets crash ho gaya aaj including pakistani stock market indian stock market and even nyse lekin bitcoin k pe qayam hai,"['poori', 'dunya', 'ka', 'markets', 'crash', 'ho', 'gaya', 'aaj', 'including', 'pakistani', 'stock', 'market', 'indian', 'stock', 'market', 'and', 'even', 'nyse', 'lekin', 'bitcoin', 'k', 'pe', 'qayam', 'hai']","['poori', 'dunya', 'kak', 'markets', 'crash', 'ho', 'gaya', 'aaj', 'including', 'pakistani', 'stock', 'market', 'indian', 'stock', 'market', 'and', 'even', 'nyse', 'lekin', 'bitcoin', 'ke', 'pe', 'qayam', 'hai']","['poori', 'dunya', 'kak', 'markets', 'crash', 'ho', 'gaya', 'aaj', 'including', 'pakistani', 'stock', 'market', 'indian', 'stock', 'market', 'even', 'nyse', 'lekin', 'bitcoin', 'pe', 'qayam', 'hai']","['poori', 'dunya', 'kak', 'markets', 'crash', 'ho', 'gaya', 'aaj', 'including', 'pakistani', 'stock', 'market', 'indian', 'stock', 'market', 'even', 'nyse', 'lekin', 'bitcoin', 'pe', 'qayam', 'hai']"
