stemming,inset,nilai_inset,matched_words
"['gank', 'petojo', 'nayibbukele', 'negara', 'eropa', 'barat', 'mata', 'uang', 'bitcoin', 'trending', 'trader', 'gencar', 'promosi', 'mata', 'uang', 'trsebut', 'forex', 'bitcoin', 'janji']",negative,-1,"mata(-2.0), mata(-2.0)"
"['bijak', 'ekonomi', 'lu', 'selamat', 'ekonomi', 'kritik', 'imf', 'sulit', 'mendptkan', 'pinjam', 'barusan', 'bantu', 'kucur', 'indikasi', 'kuat', 'presiden', 'nayibbukele', 'langsung', 'belanja', 'uang', 'imf']",positive,1,"bijak(3.0), selamat(5.0), kritik(-5.0), bantu(3.0), kucur(4.0), indikasi(2.0), kuat(2.0), presiden(3.0), langsung(3.0), belanja(2.0)"
"['hoteliercrypto', 'januari', 'votalitasnya', 'news', 'lantik', 'trump', 'sisi', 'ekonomi', 'stimulus', 'china', 'lihat', 'chart', 'usdt', 'sih', 'cocok', 'bitcoin', 'alami', 'koreksi', 'ambil', 'wick']",positive,1,"lantik(3.0), lihat(3.0), cocok(4.0), alami(-3.0), ambil(-5.0)"
"['network', 'sempurna', 'bitcoin', 'uang', 'crypto', 'cerah', 'dunia', 'pioneers']",positive,1,"sempurna(3.0), dunia(1.0)"
"['udi', 'said', 'senpai', 'notice', 'senpai', 'bitcoin', 'memecoins']",negative,-1,udi(-5.0)
"['first', 'ai', 'ai', 'bitcoin', 'ztempqws', 'qtp', 'kwdm', 'xypdnassn', 'l', 'yupump', 'hyper', 'gamble', 'mc']",negative,-1,
"['cz', 'tweet', 'bitcoin', 'koreksi', 'sih', 'logis', 'andai', 'kesitu', 'koreksi', 'teknikal', 'normal', 'jelas']",positive,1,"andai(2.0), normal(1.0), jelas(1.0)"
"['saizi', 'nikipata', 'anafanya', 'medicine', 'nashikilia', 'hiyo', 'bitcoin']",negative,-1,
"['nilai', 'rupiah', 'tembus', 'ribu', 'nilai', 'bitcoin', 'ya', 'mahal', 'rupiah', 'stabil', 'milyar', 'rupiah', 'bitcoin']",positive,1,"nilai(5.0), tembus(3.0), nilai(5.0), ya(4.0), mahal(1.0), stabil(3.0)"
"['rela', 'habis', 'jam', 'cari', 'hasil', 'kumpul', 'kaya', 'mesti', 'luang', 'jam', 'tahan', 'kaya', 'berat', 'rugi', 'bitcoin', 'realisasi', 'salah']",negative,-1,"rela(5.0), habis(3.0), cari(-3.0), hasil(3.0), kaya(2.0), mesti(-3.0), luang(2.0), tahan(1.0), kaya(2.0), rugi(-5.0), realisasi(-3.0), salah(-4.0)"
"['tunggu', 'crash', 'bitcoin', 'ya']",positive,1,"tunggu(1.0), crash(-4.0), ya(4.0)"
"['johnfrom', 'cokebear', 'bitcoin', 'obama', 'cokebearai']",negative,-1,
"['sbtc', 'ngehasilin', 'cuan', 'bitcoin', 'defi', 'jual', 'hodlers', 'bitcoin', 'info', 'tarik', 'nih', 'sbtc', 'stacks', 'mainnet', 'manfaatin', 'btc', 'defi', 'jual', 'sbtc', 'resmi', 'hadir', 'stacks', 'bikin', 'bitcoin']",positive,1,"jual(1.0), info(-3.0), tarik(2.0), jual(1.0), resmi(2.0), hadir(2.0)"
"['capek', 'nanyak', 'bitcoin', 'kapak', 'bitcoin', 'turun', 'btfd', 'turun', 'miliar', 'orang', 'mending', 'ajar', 'alas', 'turun', 'pas', 'ulang', 'santai', 'sih']",positive,1,"capek(4.0), turun(1.0), turun(1.0), mending(2.0), ajar(1.0), turun(1.0), pas(3.0), santai(2.0)"
"['gm', 'tokonauts', 'bitcoin', 'minggu', 'prediksi', 'koreksi', 'khawatir', 'gera', 'tarik', 'altcoin', 'sempat', 'simak', 'analisa', 'hasil', 'kolaborasi', 'tokocrypto', 'hoteliercrypto']",positive,1,"prediksi(3.0), khawatir(1.0), tarik(2.0), simak(3.0), hasil(3.0)"
"['december', 'vs', 'december']",negative,-1,
"['harga', 'bitcoin', 'turun', 'pandang', 'hawkish', 'fed']",positive,1,"harga(3.0), turun(1.0), pandang(1.0)"
"['pasar', 'kripto', 'ambles', 'bitcoin', 'turun', 'us']",negative,-1,"ambles(-4.0), turun(1.0)"
"['kibera', 'tunalipa', 'nya', 'bitcoin', 'already', 'bana', 'eastlands', 'hii', 'labda', 'mngoje', 'vision']",positive,1,hii(3.0)
['dbebebfbebrbfbrb'],negative,-1,
"['evenmaina', 'kuna', 'bitcoin', 'version', 'nyeusi', 'kienyeji']",negative,-1,
"['bitcoin', 'yangu', 'ya', 'imeanza', 'kuivana', 'msinigongee', 'walai']",positive,1,ya(4.0)
"['oh', 'iya', 'anak', 'ya', 'nikmat', 'pullback', 'jalan', 'biar', 'mental', 'tempa', 'btw', 'mini', 'biasa', 'bitcoin', 'sih', 'semangaat']",positive,1,"anak(-3.0), ya(4.0), nikmat(3.0), biar(1.0), biasa(2.0)"
"['tahun', 'kali', 'begini', 'parah', 'banding', 'bearmarket', 'gara', 'gara', 'etf', 'bitcoin', 'mimpi', 'buruk', 'altcoin', 'situ', 'optimis', 'max', 'altcoin']",negative,-1,"begini(-1.0), parah(-5.0), banding(3.0), gara(-4.0), gara(-4.0), mimpi(2.0), buruk(-5.0)"
"['noel', 'indirimi']",negative,-1,
"['judul', 'sabar', 'hilang', 'niat', 'jual', 'rumah', 'ikut', 'flownya', 'ikut', 'proses', 'niat', 'bitcoin', 'turis']",positive,1,"judul(2.0), sabar(5.0), hilang(3.0), jual(1.0), rumah(3.0), ikut(-3.0), ikut(-3.0), proses(1.0)"
"['wow', 'b', 'likuidasi', 'bitcoin']",negative,-1,
"['market', 'merah', 'libur', 'guys', 'stres', 'bitcoin', 'fundamentals', 'remain', 'strong', 'natal', 'amp', 'libur', 'mana', 'nih']",positive,1,"merah(4.0), libur(3.0), guys(1.0), stres(-4.0), natal(1.0), libur(3.0)"
"['bitcoin', 'dominance', 'reach', 'target', 'turun', 'area']",positive,1,turun(1.0)
"['asahpolapikir', 'juta', 'juta', 'stablecoin', 'lending', 'defi', 'juta', 'kombinasi', 'obligasi', 'deposito', 'dapatin', 'kartu', 'kredit', 'mid', 'top', 'tier', 'limit', 'welcome', 'bonus', 'rate', 'tarik', 'juta', 'rekening', 'bank', 'transaksi']",positive,1,"juta(2.0), juta(2.0), juta(2.0), deposito(3.0), top(5.0), welcome(4.0), bonus(4.0), tarik(2.0), juta(2.0), transaksi(4.0)"
"['umum', 'umum', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']",positive,1,"umum(1.0), umum(1.0), harga(3.0), yuk(4.0), cek(-4.0)"
"['pasar', 'mata', 'wang', 'kripto', 'global', 'nila', 'trilion', 'atus', 'daripada', 'dominasi', 'bitcoin', 'ethereum']",positive,1,"mata(-2.0), nila(2.0), dominasi(3.0)"
"['gua', 'fomo', 'beli', 'altcoin', 'banget', 'gapeduli', 'merah', 'apa', 'saat', 'depresi', 'cutloss', 'gua', 'lihat', 'chance', 'life', 'changing', 'situ', 'bearmarket', 'turun', 'deras', 'altcoin', 'bitcoin', 'situ', 'situ', 'stucture', 'gaberubah']",negative,-1,"gua(-3.0), beli(2.0), banget(1.0), merah(4.0), apa(-3.0), depresi(-4.0), gua(-3.0), lihat(3.0), life(-2.0), turun(1.0), deras(2.0)"
"['gm', 'bitcoin', 'area', 'b', 'likuidasi', 'sari', 'market', 'derivatif', 'btc', 'dominance', 'altcoin', 'season', 'index', 'el', 'salvador', 'beli', 'btc', 'btc', 'btc', 'ethereum', 'etf', 'diapprove', 'sec', 'shaikh', 'resign', 'aptos', 'worldcoin', 'perintah', 'hapus', 'data']",negative,-1,"el(-3.0), beli(2.0), hapus(-3.0), data(-3.0)"
"['peg', 'bitcoin', 'emas', 'kat', 'dunia', 'nih', 'approximately', 'bitcoin', 'kg', 'emas', 'since', 'bitcoin', 'sats', 'emas', 'sats', 'dinar', 'sats', 'harga', 'dinar', 'rm', 'harga', 'sats', 'rm']",positive,1,"dunia(1.0), harga(3.0), harga(3.0)"
"['bocor', 'pce', 'malam', 'bofa', 'barclays', 'cit', 'employ', 'america', 'goldman', 'sachs', 'morgan', 'stanley', 'ubs', 'median', 'bitcoin', 'mana', 'kan']",negative,-1,"bocor(-4.0), malam(-1.0)"
"['gm', 'briefing', 'waras', 'claim', 'data', 'turun', 'gdp', 'existing', 'home', 'sales', 'sambung', 'rrp', 'turun', 'boj', 'naik', 'suku', 'bunga', 'tenang', 'batin', 'makan', 'bitcoin', 'makan', 'limpah', 'rsi']",positive,1,"waras(2.0), claim(-3.0), data(-3.0), turun(1.0), sambung(-3.0), turun(1.0), naik(1.0), bunga(3.0), tenang(5.0), makan(1.0), makan(1.0), limpah(1.0)"
"['swp', 'set', 'break', 'records', 'ca', 'gjwbv', 'hveqkqb', 'bcwou', 'kiuzks', 'fsohutggaipd']",negative,-1,
"['bitcoin', 'chief', 'aka', 'omajiaku', 'n', 'dozi', 'obodo', 'gaiuschibueze', 'alex', 'onyia', 'aka', 'n', 'ogo', 'nya', 'ihe', 'mgbasara', 'akwokwo', 'nya', 'alaigbo', 'inexviv', 'harry', 'chidi', 'isi', 'n', 'e', 'bu', 'ogidi', 'ndi', 'igbo', 'nya', 'twitter', 'chiditweets', 'chief', 'nwachinemelu', 'ogidi', 'ochikota', 'ndi', 'igbo', 'nya', 'twitter', 'odogwu', 'ogidi']",positive,1,isi(2.0)
"['poori', 'dunya', 'kak', 'markets', 'crash', 'ho', 'gaya', 'aaj', 'including', 'pakistani', 'stock', 'market', 'indian', 'stock', 'market', 'even', 'nyse', 'lekin', 'bitcoin', 'pe', 'qayam', 'hai']",negative,-1,"crash(-4.0), hai(3.0)"
"['harga', 'haji', 'btc', 'harga', 'haji', 'btc', 'harga', 'haji', 'btc', 'perhaps', 'saving', 'bitcoin', 'effective', 'savings', 'method', 'afford', 'haji', 'future']",positive,1,"harga(3.0), harga(3.0), harga(3.0)"
"['mrbankstips', 'ca', 'mgsgjgnn', 'sih', 'atgwjkbqtt', 'v', 'aqnxdomxvpkspajpump']",negative,-1,
"['ca', 'mgsgjgnn', 'sih', 'atgwjkbqtt', 'v', 'aqnxdomxvpkspajpump']",negative,-1,
"['tuju', 'fakta', 'uang', 'fiat', 'jadi', 'sistem', 'uang', 'ribawi', 'hakikat', 'cipta', 'uang', 'fractional', 'reserve', 'banking', 'kandung', 'riba', 'bitcoin', 'solusi']",negative,-1,"tuju(3.0), fakta(-3.0), jadi(1.0), sistem(-4.0), riba(-3.0), solusi(3.0)"
"['profesor', 'saham', 'lepas', 'undang', 'undang', 'rupiah', 'gram', 'emas']",positive,1,"lepas(-2.0), undang(2.0), undang(2.0)"
"['debat', 'halal', 'haram', 'nya', 'bitcoin', 'dapat', 'bang', 'anw', 'sayang', 'amenemukan', 'project', 'blockhain', 'terap', 'sistem', 'syariah', 'islamic', 'coin', 'coba', 'bahas', 'yuk']",positive,1,"debat(3.0), dapat(2.0), sayang(3.0), sistem(-4.0), coba(2.0), bahas(2.0), yuk(4.0)"
"['artikel', 'tren', 'bitcoin', 'december', 'terbit', 'klik', 'selamat', 'baca']",positive,1,"artikel(-4.0), tren(-2.0), selamat(5.0), baca(3.0)"
"['subhanallah', 'mashallah']",negative,-1,
"['laku', 'rekayasa', 'ulang', 'utang', 'konvensional', 'dasar', 'uang', 'fiat', 'amp', 'perban', 'cadang', 'fraksional', 'kali', 'bank', 'islam', 'ada', 'kontrak', 'biaya', 'nasabah', 'cipta', 'uang', 'persis', 'bank', 'konvensional', 'cipta', 'uang']",positive,1,"utang(-4.0), perban(-3.0), cadang(2.0), islam(4.0), ada(4.0), nasabah(4.0)"
"['jerome', 'hataki', 'kusikia', 'kuhusu', 'bitcoin', 'trump', 'ndo', 'wimbo', 'wa', 'taifa', 'kwake', 'kuna', 'kisanga', 'ngoja', 'tusubiri']",negative,-1,
"['dubzyxbt', 'miss', 'ca', 'ahszc', 'pjiucusqaml', 'fvoakob', 'zkahp', 'quubhgj', 'rfh']",negative,-1,miss(-4.0)
"['senang', 'nak', 'duit', 'bitcoin', 'decentralized', 'cryptocurrency', 'foot']",positive,1,senang(5.0)
"['butoh', 'content', 'pasai', 'cryptocurrency', 'padahai', 'dok', 'bashing', 'bitcoin', 'nih', 'ignorant', 'cakap', 'jela', 'nak', 'makan', 'duit', 'referral', 'sapa', 'create', 'akaun', 'referral', 'link', 'nih', 'hgpa', 'patut', 'kena', 'judge', 'crypto', 'bros']",positive,1,"dok(4.0), cakap(2.0), makan(1.0), patut(2.0), kena(-3.0)"
"['duk', 'hina', 'bitcoin', 'paling', 'bitcoin', 'bullish', 'bearish', 'haha']",negative,-1,hina(-5.0)
"['cz', 'binance', 'sadhguru', 'invest', 'bitcoin']",negative,-1,
"['bitcoin', 'ca', 'ahszc', 'pjiucusqaml', 'fvoakob', 'zkahp', 'quubhgj', 'rfh']",negative,-1,
"['rumit', 'hidup', 'ku', 'alat', 'minninng', 'bitcoin', 'ruang', 'minner']",negative,-1,"rumit(-5.0), hidup(2.0), ruang(-3.0)"
"['vga', 'pakai', 'minning', 'bitcoin', 'main', 'game']",positive,1,"main(2.0), game(2.0)"
"['selamat', 'pagi', 'pagi', 'yfi', 'alami', 'naik', 'jam', 'aset', 'kripto', 'nih', 'beli']",positive,1,"selamat(5.0), pagi(1.0), pagi(1.0), alami(-3.0), naik(1.0), beli(2.0)"
"['harga', 'bitcoin', 'umum', 'umum', 'harga', 'bitcoin', 'rp', 'miliar', 'yuk', 'cek', 'gera', 'bitcoin']",positive,1,"harga(3.0), umum(1.0), umum(1.0), harga(3.0), yuk(4.0), cek(-4.0)"
"['fed', 'cut', 'rate', 'dxy', 'bullish', 'bitcoin', 'turun', 'simpul', 'dengar', 'grifter', 'sok', 'sok', 'omong', 'makroekonomi', 'blablabla', 'trust', 'chart']",positive,1,"turun(1.0), simpul(3.0), dengar(2.0), omong(-4.0)"
"['nyata', 'ingat', 'takut', 'tinggal', 'bitcoin', 'ajar', 'cuan', 'jual', 'rumah', 'kayak', 'kayak', 'fomo', 'biar', 'orang', 'kayak', 'duluan', 'benalu']",positive,1,"nyata(4.0), ingat(2.0), takut(1.0), tinggal(1.0), ajar(1.0), jual(1.0), rumah(3.0), kayak(-3.0), kayak(-3.0), biar(1.0), kayak(-3.0), duluan(2.0)"
"['pakai', 'mes', 'great', 'trump', 'ca', 'h', 'ljzwufuqvgbez', 'uztugxnw', 'rwrjis', 'zu', 'ekkpv']",positive,1,great(3.0)
"['kween', 'mesmerizing']",negative,-1,
"['bitcoin', 'xaalku', 'waa', 'bariga', 'dhexe', 'lkn', 'dhanka', 'hoose', 'lo', 'badan', 'yahy', 'sida', 'ila', 'tahy', 'waa', 'arki', 'doonaa', 'halka', 'lo', 'jiheesto']",negative,-1,badan(-3.0)
"['entered', 'trending', 'penguzack', 'pengu', 'zack', 'liq', 'mc']",negative,-1,
"['bodoh', 'bitcoin']",negative,-1,
"['hakuna', 'mtu', 'anataka', 'hii', 'bitcoin', 'sai']",positive,1,hii(3.0)
"['baca', 'qmr', 'zxjt', 'ufkxw', 'kak', 'kali', 'yx', 'kacj', 'kwwc']",positive,1,baca(3.0)
"['bitcoinmalaya', 'main', 'duit', 'bitcoin', 'chairmanglc', 'bodoh']",positive,1,main(2.0)
"['azamr', 'kali']",negative,-1,
"['predicts', 'robert', 'kiyosaki']",negative,-1,
"['art', 'yokai', 'btc']",negative,-1,
"['jr', 'crypto', 'bitcoin', 'vitamin', 'blkchainsupp']",negative,-1,
['markek'],negative,-1,
"['santa', 'baby']",positive,1,baby(2.0)
"['entered', 'trending', 'ai', 'xeno', 'xenoai', 'liq', 'mc']",negative,-1,
"['chat', 'huyu', 'nih', 'kama', 'kubuy', 'bitcoin', 'nikama', 'kuanzisha', 'biashara', 'ya', 'quils']",positive,1,"chat(3.0), ya(4.0)"
"['burgiir', 'loves', 'bananas']",negative,-1,
"['harga', 'cokelat', 'gila', 'gila', 'percaya', 'sih', 'harga', 'cocoa', 'bahan', 'dasar', 'coklat', 'tembus', 'ton', 'harga', 'ledak', 'ton']",positive,1,"harga(3.0), gila(3.0), gila(3.0), percaya(2.0), harga(3.0), bahan(-3.0), tembus(3.0), harga(3.0), ledak(-4.0)"
"['korg', 'nih', 'nk', 'settle', 'cepat', 'dm', 'dptkn', 'promo', 'herbs', 'skl', 'free', 'partner', 'viral']",positive,1,"cepat(3.0), promo(3.0), free(3.0)"
"['selamat', 'pagi', 'pagi', 'ltc', 'alami', 'naik', 'ikut', 'velo', 'naik', 'jam', 'aset', 'kripto', 'nih', 'beli']",positive,1,"selamat(5.0), pagi(1.0), pagi(1.0), alami(-3.0), naik(1.0), ikut(-3.0), naik(1.0), beli(2.0)"
"['harga', 'bitcoin', 'umum', 'umum', 'malam', 'hasil', 'tembus', 'rp', 'miliar', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']",positive,1,"harga(3.0), umum(1.0), umum(1.0), malam(-1.0), hasil(3.0), tembus(3.0), harga(3.0), yuk(4.0), cek(-4.0)"
"['teman', 'kenal', 'bidang', 'uang', 'bahas', 'bitcoin', 'jelas', 'singkat', 'blackrock', 'bantu']",positive,1,"kenal(3.0), bahas(2.0), jelas(1.0), singkat(-3.0), bantu(3.0)"
"['bitcoin', 'rudolphcto', 'pgk', 'pzva', 'uwpe', 'rhscxng', 'yjwr', 'ul', 'ercdl', 'ngpump', 'let', 'si', 'send']",negative,-1,
"['jack', 'donovan']",negative,-1,
"['certified', 'banget']",positive,1,banget(1.0)
['jahonjamali'],negative,-1,
"['new', 'listing', 'mindhub', 'ai', 'trend', 'mindhubai', 'liq', 'mc']",negative,-1,
"['convert', 'btc', 'sbtc']",negative,-1,
"['jerman', 'sadar', 'gobl', 'banget', 'jual', 'bitcoin']",positive,1,"sadar(2.0), banget(1.0), jual(1.0)"
"['fifamedia', 'charllotte', 'adjei', 'ribu', 'hannah', 'ibrahim', 'coba', 'usani', 'miracle', 'coba', 'nneka', 'eke', 'lb', 'blessings', 'ilivieda', 'shakirat', 'moshood', 'obasi', 'precious', 'patricia', 'innocent', 'rw', 'salisu', 'anuoluwapo', 'st', 'harmony', 'chidi', 'folashade', 'ijamilusi', 'team', 'year']",positive,1,"coba(2.0), coba(2.0), team(1.0)"
"['sharkscoins', 'explosion', 'swp', 'different', 'saitama', 'reborn', 'ca', 'gjwbv', 'hveqkqb', 'bcwou', 'kiuzks', 'fsohutggaipd', 'cryptonews']",negative,-1,
"['nih', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']",positive,1,"harga(3.0), yuk(4.0), cek(-4.0)"
"['update', 'negara', 'negara', 'asia', 'tenggara', 'gencar', 'adopsi', 'atm', 'bitcoin', 'filipina', 'besar', 'atm', 'sebar', 'penjuru', 'negeri', 'lokasi', 'atm', 'bitcoin', 'tahu', 'lengkap', 'klik', 'link', 'bio']",positive,1,"besar(4.0), penjuru(-3.0), tahu(4.0), lengkap(2.0)"
"['iyi', 'ikakwana', 'tigulila', 'bitcoin']",negative,-1,
"['dunia', 'mata', 'uang', 'kripto', 'reaksi', 'tonggak', 'sejarah', 'prediksi', 'harga', 'bitcoin', 'kisar', 'ark', 'invest', 'usaha', 'kenal', 'sikap', 'optimis', 'bitcoin', 'proyeksi', 'harga', 'minimum']",positive,1,"dunia(1.0), mata(-2.0), reaksi(2.0), prediksi(3.0), harga(3.0), usaha(1.0), kenal(3.0), sikap(2.0), proyeksi(3.0), harga(3.0)"
"['vlad', 'costea', 'diri', 'bitcoin', 'takeover', 'juta', 'btc', 'sisa', 'tambang', 'lansir', 'coin', 'telegraph', 'bitcoin', 'tambang', 'juta', 'btc', 'btc']",negative,-1,"diri(-1.0), juta(2.0), sisa(-4.0), juta(2.0)"
"['selamat', 'pagi', 'pagi', 'cro', 'alami', 'naik', 'ikut', 'aave', 'naik', 'jam', 'aset', 'kripto', 'nih', 'beli']",positive,1,"selamat(5.0), pagi(1.0), pagi(1.0), alami(-3.0), naik(1.0), ikut(-3.0), naik(1.0), beli(2.0)"
"['umum', 'umum', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']",positive,1,"umum(1.0), umum(1.0), harga(3.0), yuk(4.0), cek(-4.0)"
"['trump', 'phk', 'pegawai', 'perintah', 'wfh', 'anggur', 'makan', 'bitcoin', 'boom', 'tek', 'tarak', 'cess']",negative,-1,"pegawai(3.0), anggur(-4.0), makan(1.0), tarak(-3.0)"
"['gm', 'bitcoin', 'ath', 'pengu', 'token', 'crypto', 'mania']",negative,-1,
"['michael', 'saylor', 'mamallakin', 'kamfanin', 'microstrategy', 'ya', 'kara', 'siyan', 'nya', 'dala', 'bilyan', 'b', 'farashin', 'dala', 'duk', 'btc', 'daya', 'tushe', 'arkham', 'data']",positive,1,"ya(4.0), data(-3.0)"
"['rekor', 'tazeledi', 'btc']",negative,-1,
"['hemangkbadani', 'rahul', 'bitcoin']",negative,-1,
"['koi', 'shak', 'nih']",negative,-1,
"['gue', 'bitcoin', 'alat', 'mudah', 'korupsi', 'dapat', 'gue', 'dapat']",positive,1,"mudah(4.0), korupsi(-4.0), dapat(2.0), dapat(2.0)"
"['btc', 'cad', 'btc', 'sgd', 'btc', 'usd', 'btc', 'eur', 'btc', 'chf']",negative,-1,
"['jual', 'cepat', 'beli', 'bitcoin', 'pintar', 'harga', 'tanah', 'turun', 'banding', 'bitcoin', 'hahaha']",positive,1,"jual(1.0), cepat(3.0), beli(2.0), harga(3.0), turun(1.0), banding(3.0)"
"['join', 'ride', 'sol', 'ca', 'emvgdathrcuefqwzkyx', 'fytgikmeaw', 'mfjgbfphkn']",positive,1,join(1.0)
"['bitwiseinvest', 'prediksi', 'gila', 'bitcoin', 'tembus', 'benar', 'jadi', 'kapai', 'nih', 'eh', 'sih']",positive,1,"prediksi(3.0), gila(3.0), tembus(3.0), benar(2.0), jadi(1.0)"
"['bitwise', 'bitcoin', 'banget', 'walah', 'cicil', 'motor', 'lunas', 'bilang']",positive,1,banget(1.0)
"['nilai', 'bitcoin', 'cecah']",positive,1,nilai(5.0)
"['selamat', 'pagi', 'pagi', 'velo', 'alami', 'naik', 'ikut', 'mrs', 'naik', 'jam', 'aset', 'kripto', 'nih', 'beli']",positive,1,"selamat(5.0), pagi(1.0), pagi(1.0), alami(-3.0), naik(1.0), ikut(-3.0), naik(1.0), beli(2.0)"
"['ingat', 'bitcoin', 'maksimal', 'juta', 'btc', 'jalan', 'nilai', 'turun', 'jangka', 'harga', 'bitcoin', 'turun', 'hotradero', 'muncul', 'ngejek', 'sinyal', 'beli', 'tuju']",positive,1,"ingat(2.0), maksimal(3.0), juta(2.0), nilai(5.0), turun(1.0), jangka(3.0), harga(3.0), turun(1.0), muncul(1.0), beli(2.0), tuju(3.0)"
"['wuow', 'cengang', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']",positive,1,"cengang(1.0), harga(3.0), yuk(4.0), cek(-4.0)"
"['investor', 'quantum', 'metal', 'fikir', 'putus', 'beli', 'emas', 'website', 'teh', 'instead', 'beli', 'kedai', 'emas', 'beli', 'bitcoin', 'ibu', 'tong', 'sampah', 'months', 'masuk', 'kali', 'raya', 'tunggu', 'duit']",positive,1,"putus(3.0), beli(2.0), teh(1.0), beli(2.0), beli(2.0), sampah(-4.0), masuk(-3.0), tunggu(1.0)"
"['selamat', 'malam', 'warga', 'bumi', 'baca', 'white', 'paper', 'bitcoin']",positive,1,"selamat(5.0), malam(-1.0), baca(3.0)"
"['domainsx', 'ranger']",negative,-1,
['kkat'],negative,-1,
"['indikator', 'cycle', 'top', 'capai', 'harga', 'tinggi', 'top', 'siklus', 'sejarah', 'crossover', 'kali', 'tanda', 'merah', 'hasil', 'prediksi', 'puncak', 'harga', 'bitcoin', 'siklus', 'ath']",positive,1,"top(5.0), capai(4.0), harga(3.0), tinggi(3.0), top(5.0), tanda(-2.0), merah(4.0), hasil(3.0), prediksi(3.0), puncak(-3.0), harga(3.0)"
"['fuku', 'btc']",negative,-1,
"['rekap', 'berita', 'kripto', 'minggu', 'gas', 'fee', 'solana', 'biaya', 'transaksi', 'rendah', 'cepat', 'hiperinflasi', 'roket', 'bitcoin', 'etf', 'pilih', 'argentina', 'bull', 'run', 'redup', 'proyek', 'roket', 'baca', 'nih']",negative,-1,"berita(-4.0), gas(-4.0), transaksi(4.0), rendah(-5.0), cepat(3.0), pilih(-2.0), redup(-3.0), baca(3.0)"
"['pria', 'austin', 'texas', 'vonis', 'penjara', 'sembunyi', 'untung', 'jual', 'bitcoin', 'juta', 'pajak', 'kriminal', 'bas', 'kripto']",negative,-1,"penjara(-4.0), untung(3.0), jual(1.0), juta(2.0), pajak(-3.0)"
"['yen', 'atas', 'dollar', 'pasar', 'gawat', 'simpan', 'yen', 'mata', 'uang', 'kuat', 'ngapa', 'urgent', 'mindahin', 'liquidity', 'bitcoin', 'fomo', 'takut', 'tinggal']",negative,-1,"atas(-4.0), gawat(-5.0), simpan(-3.0), mata(-2.0), kuat(2.0), takut(1.0), tinggal(1.0)"
"['beshak', 'subhanallah']",negative,-1,
"['gm', 'tokonauts', 'bitcoin', 'minggu', 'mana', 'turun', 'testing', 'sabar', 'biar', 'galau', 'langsung', 'cek', 'analisa', 'hasil', 'kolaborasi', 'tokocrypto', 'amp', 'beli', 'hoteliercrypto', 'ya']",positive,1,"turun(1.0), sabar(5.0), biar(1.0), langsung(3.0), cek(-4.0), hasil(3.0), beli(2.0), ya(4.0)"
"['bitcoin', 'gigachad', 'apu']",negative,-1,
"['maybe', 'drop', 'sikit', 'wig', 'selalu', 'time', 'nak', 'christmas', 'nih', 'bitcoin', 'amp', 'alt', 'coin', 'canak', 'sok', 'entry', 'wig', 'christmas', 'lepas', 'christmas', 'jua', 'nih', 'observation', 'taktau', 'nak', 'beli', 'cuba', 'tengok', 'list', 'nih']",negative,-1,"drop(-3.0), sikit(-3.0), lepas(-2.0), beli(2.0), tengok(2.0)"
"['elonmusk', 'xai', 'bigger', 'tahan', 'openai']",positive,1,tahan(1.0)
"['tunan', 'nya', 'nan', 'gaba', 'zaa', 'daina', 'yaki', 'war', 'mafi', 'yawan', 'rashin', 'zaman', 'lafiya', 'saboda', 'adanaine', 'lokaci', 'zaizo', 'dah', 'kawai', 'yafi', 'wadan', 'nan', 'maadanan', 'dah', 'ake', 'rigima', 'su']",negative,-1,"dah(-3.0), dah(-3.0)"
"['bitcoin', 'deg', 'degan', 'gara', 'gara', 'fomc', 'minggu', 'bocor', 'bikin', 'market', 'gerak', 'liar', 'turun', 'nge', 'prank', 'ya', 'santai', 'tokonauts', 'biar', 'bingung', 'cek', 'analisis', 'baru', 'tokocrypto', 'hasil', 'kolaborasi', 'bareng']",positive,1,"gara(-4.0), gara(-4.0), bocor(-4.0), turun(1.0), ya(4.0), santai(2.0), biar(1.0), cek(-4.0), analisis(4.0), hasil(3.0), bareng(3.0)"
"['lisan', 'al', 'gaib']",negative,-1,gaib(-5.0)
"['bitcoin', 'nol', 'tombol', 'short', 'kanan', 'kak']",negative,-1,nol(-3.0)
"['tips', 'cari', 'cuan', 'bullrun', 'jarang', 'orang', 'ajar', 'giveaway', 'hunter', 'bullrun', 'tabur', 'trading', 'alt', 'coin', 'listing', 'cex', 'market', 'cap', 'rendah', 'asumsi', 'bitcoin', 'capai', 'titik', 'orang']",negative,-1,"tips(4.0), cari(-3.0), ajar(1.0), rendah(-5.0), asumsi(-3.0), capai(4.0), titik(-3.0)"
"['subhanallah', 'mashallah']",negative,-1,
"['bitcoin', 'orang', 'lakh']",negative,-1,
